sepal_length,sepal_width,petal_length,petal_width,class
6.538867833968152,3.106552485164595,4.5465680504654165,1.3088675834657502,Iris-versicolor
6.068554772406741,2.2919919665045683,3.929324580676268,1.0062742818832817,Iris-versicolor
6.029651608926172,2.313675783326203,4.3050701209662945,1.222092316788306,Iris-versicolor
6.115942780277135,2.851626889012919,4.679432971118453,1.2632157462499158,Iris-versicolor
6.327272434783782,2.6637378388210546,4.659351829378556,1.386548690689218,Iris-versicolor
5.525526789406321,2.1957067472850307,3.6042829230159072,0.9919803338207814,Iris-versicolor
5.640261299782081,2.5931740526442972,4.251206227094862,1.4342236473355103,Iris-versicolor
5.997780702500005,2.879765912957251,4.7575309495574185,1.5859028008313587,Iris-versicolor
5.817521646249342,2.9534318096534258,4.1228932361748925,1.2385408650874434,Iris-versicolor
5.1680914103136395,2.393983595236897,3.865248424527959,1.0583242064391096,Iris-versicolor
6.227751426024852,3.029640784853277,4.638888403683298,1.479612813218358,Iris-versicolor
6.434225605969383,2.946514726836979,4.463053511389479,1.3583476059099753,Iris-versicolor
6.1288797056549456,3.101296907462248,4.247071263118276,1.3340002419241963,Iris-versicolor
5.566236883611882,2.7888087692508767,4.048115597112091,1.2489919327616492,Iris-versicolor
6.013079524221738,2.9545842025940363,4.217458384390524,1.2801948392986702,Iris-versicolor
6.0683256618803965,2.9888725243766627,4.337741053098263,1.3516088073837857,Iris-versicolor
5.826240190635594,2.9942884102542324,4.3659991674291945,1.4076415170094863,Iris-versicolor
6.02070144685243,2.7056375912008077,4.441588271340656,1.1379741552132496,Iris-versicolor
5.223752112167609,2.2004431581373054,3.7661302054027983,1.0849181538009791,Iris-versicolor
6.830763189194471,3.2031751565760653,4.935530741003934,1.595236983468937,Iris-versicolor
5.701637412472965,3.105154539065839,4.347986976907513,1.4672808947062153,Iris-versicolor
5.876154667569701,2.4362154412441193,3.829122499289841,1.2165047926185504,Iris-versicolor
5.638712988806612,1.9225302472221157,3.4024581188322855,1.0370149626786391,Iris-versicolor
5.685246864879061,2.9245112360117225,4.27117829137799,1.4006252684064857,Iris-versicolor
6.36016359571667,3.024435202615374,4.702282575953903,1.3328975612772105,Iris-versicolor
5.961845463462417,2.703227578270393,4.079962617047343,1.539120453463691,Iris-versicolor
6.367956828634678,2.709932052853542,4.507944446829288,1.455927655583149,Iris-versicolor
6.264542417889866,2.6749182354753445,4.586818851261828,1.2456442842956832,Iris-versicolor
5.774052696529537,2.675815295470275,3.812541384594417,1.3171172714245354,Iris-versicolor
5.939413220996211,2.9298755072678366,4.390071923073563,1.3396419047659616,Iris-versicolor
5.87688015104384,2.367553866250443,4.285330871873484,1.2319641255769835,Iris-versicolor
6.687576526907986,3.1415742266342512,4.935979949638304,1.5587662949150123,Iris-versicolor
6.286276905052931,2.698356530726336,4.647975530551053,1.391927212749663,Iris-versicolor
5.448203943236063,2.2928873071156426,3.9974171959519778,1.144319768798104,Iris-versicolor
5.252210290660741,2.1793513043333004,4.172279202555755,1.1495025282920943,Iris-versicolor
5.325926798779493,2.963055321880784,4.442708204095386,1.5223936988416404,Iris-versicolor
6.029160405177811,2.565600883607197,4.0988331700824805,1.1686054704410958,Iris-versicolor
6.962184108464879,3.1321178626316666,5.126386785646043,1.7896585766533912,Iris-versicolor
5.890470632108193,2.8992706586712305,4.608303521431543,1.5730973005460056,Iris-versicolor
6.12588021248267,2.7935019596984496,4.555778612379655,1.4028600295401876,Iris-versicolor
5.332460225550844,2.774855074560401,2.6934264004605706,1.3094704828767316,Iris-versicolor
5.77347198906288,3.230012357579498,4.224178610258949,1.4540671626698451,Iris-versicolor
6.241955485129404,3.0125625068014736,4.690741748842109,1.3948063885489483,Iris-versicolor
5.512863760807632,2.36626209281338,3.7214692583432507,1.0185529828536164,Iris-versicolor
6.201560768251773,2.5475509381865296,4.54101321393127,1.3925947137064527,Iris-versicolor
5.445527461293988,3.0693872109827343,3.680052129116989,1.3575910919064997,Iris-versicolor
6.007720292585718,3.157793786321135,4.683544955400119,1.6652492242477024,Iris-versicolor
6.378112141065158,3.1678315797631003,4.891342139169599,1.5858302455256799,Iris-versicolor
5.509564522719335,3.128531819156697,4.130507973251413,1.353178674667319,Iris-versicolor
5.746548613742361,2.2781005490349773,4.273601341547854,1.1472130709534514,Iris-versicolor
6.383899502261033,3.0539307185807907,4.750340926521977,1.550931350057296,Iris-versicolor
5.131274277000578,2.459114491293343,3.707075329507405,1.2163370419884736,Iris-versicolor
5.82797586969392,3.2534506181961858,4.206082626828302,1.3601898153074157,Iris-versicolor
